0.00000 0.23469 0.64156 -0.00000 0.00000 0.00000 -0.00000 -0.09803 -0.26799 -0.36742 -0.13441
0.23469 -0.00000 0.00000 0.13003 -1.62230 -1.62508 0.59440 0.00000 -0.00000 0.00000 0.00000
0.64156 0.00000 0.00000 0.35544 0.59346 0.59448 1.62487 0.00000 0.00000 0.00000 -0.00000
-0.00000 0.13003 0.35544 -0.00000 0.00000 -0.00000 0.00000 0.82287 2.24949 -0.16594 -0.06070
0.00000 -1.62230 0.59346 0.00000 0.00000 0.00000 0.00000 0.05721 -0.02093 -0.24851 0.67933
0.00000 -1.62508 0.59448 -0.00000 0.00000 0.00000 0.00000 -0.00981 0.00359 -0.25073 0.68540
-0.00000 0.59440 1.62487 0.00000 0.00000 0.00000 0.00000 0.00359 0.00981 -0.68521 -0.25066
-0.09803 0.00000 0.00000 0.82287 0.05721 -0.00981 0.00359 0.00000 0.00000 -0.00000 -0.00000
-0.26799 -0.00000 0.00000 2.24949 -0.02093 0.00359 0.00981 0.00000 0.00000 -0.00000 0.00000
-0.36742 0.00000 0.00000 -0.16594 -0.24851 -0.25073 -0.68521 -0.00000 -0.00000 -0.00000 -0.00000
-0.13441 0.00000 -0.00000 -0.06070 0.67933 0.68540 -0.25066 -0.00000 0.00000 -0.00000 -0.00000
