-6.51933 0.00000 -0.00000 0.33918 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000
0.00000 -5.19908 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.03207 -0.00000 0.00001 -2.09505
-0.00000 -0.00000 -5.19908 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.03207 -2.09505 -0.00001
0.33918 -0.00000 0.00000 -5.11327 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 -3.46176 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000
0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -3.46236 -0.00000 -0.00000 -0.00000 -0.00000 0.00000
0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 -3.46221 -0.00000 -0.00000 -0.00000 0.00000
-0.00000 -0.03207 0.00000 0.00000 0.00000 -0.00000 -0.00000 -3.46108 0.00000 -0.00000 0.04652
0.00000 -0.00000 -0.03207 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -3.46108 0.04652 0.00000
-0.00000 0.00001 -2.09505 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.04652 -1.69831 0.00000
0.00000 -2.09505 -0.00001 0.00000 0.00000 0.00000 0.00000 0.04652 0.00000 0.00000 -1.69831
